prompt_id,category,run_id,timestamp,model,source_index,url,domain,title,source_extraction_method
P01,Faktische Frage,P01_R01,2026-06-16T14:30:10.282949+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R01,2026-06-16T14:30:10.282949+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R01,2026-06-16T14:30:10.282949+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R01,2026-06-16T14:30:10.282949+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R01,2026-06-16T14:30:10.282949+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R02,2026-06-16T14:30:18.913484+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R02,2026-06-16T14:30:18.913484+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R02,2026-06-16T14:30:18.913484+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R02,2026-06-16T14:30:18.913484+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R02,2026-06-16T14:30:18.913484+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R02,2026-06-16T14:30:18.913484+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R03,2026-06-16T14:30:27.694856+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R03,2026-06-16T14:30:27.694856+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R03,2026-06-16T14:30:27.694856+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R03,2026-06-16T14:30:27.694856+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R03,2026-06-16T14:30:27.694856+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R03,2026-06-16T14:30:27.694856+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R04,2026-06-16T14:30:36.533239+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R04,2026-06-16T14:30:36.533239+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R04,2026-06-16T14:30:36.533239+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R04,2026-06-16T14:30:36.533239+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R04,2026-06-16T14:30:36.533239+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R04,2026-06-16T14:30:36.533239+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R05,2026-06-16T14:30:55.959766+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R05,2026-06-16T14:30:55.959766+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R05,2026-06-16T14:30:55.959766+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R05,2026-06-16T14:30:55.959766+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R05,2026-06-16T14:30:55.959766+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R05,2026-06-16T14:30:55.959766+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R06,2026-06-16T14:31:04.898041+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R06,2026-06-16T14:31:04.898041+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R06,2026-06-16T14:31:04.898041+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R06,2026-06-16T14:31:04.898041+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R06,2026-06-16T14:31:04.898041+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R06,2026-06-16T14:31:04.898041+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R07,2026-06-16T14:31:13.727280+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R07,2026-06-16T14:31:13.727280+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R07,2026-06-16T14:31:13.727280+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R07,2026-06-16T14:31:13.727280+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R07,2026-06-16T14:31:13.727280+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R07,2026-06-16T14:31:13.727280+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R08,2026-06-16T14:31:22.742115+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R08,2026-06-16T14:31:22.742115+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R08,2026-06-16T14:31:22.742115+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R08,2026-06-16T14:31:22.742115+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R08,2026-06-16T14:31:22.742115+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R08,2026-06-16T14:31:22.742115+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R09,2026-06-16T14:32:10.695654+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R09,2026-06-16T14:32:10.695654+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R09,2026-06-16T14:32:10.695654+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R09,2026-06-16T14:32:10.695654+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R09,2026-06-16T14:32:10.695654+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R09,2026-06-16T14:32:10.695654+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R10,2026-06-16T14:32:19.054809+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R10,2026-06-16T14:32:19.054809+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R10,2026-06-16T14:32:19.054809+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R10,2026-06-16T14:32:19.054809+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R10,2026-06-16T14:32:19.054809+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R10,2026-06-16T14:32:19.054809+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R11,2026-06-16T14:32:44.273154+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R11,2026-06-16T14:32:44.273154+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R11,2026-06-16T14:32:44.273154+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R11,2026-06-16T14:32:44.273154+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R11,2026-06-16T14:32:44.273154+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R11,2026-06-16T14:32:44.273154+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R12,2026-06-16T14:32:53.100609+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R12,2026-06-16T14:32:53.100609+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R12,2026-06-16T14:32:53.100609+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R12,2026-06-16T14:32:53.100609+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R12,2026-06-16T14:32:53.100609+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R12,2026-06-16T14:32:53.100609+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R13,2026-06-16T14:33:01.906640+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R13,2026-06-16T14:33:01.906640+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R13,2026-06-16T14:33:01.906640+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R13,2026-06-16T14:33:01.906640+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R13,2026-06-16T14:33:01.906640+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R13,2026-06-16T14:33:01.906640+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R14,2026-06-16T14:33:10.755770+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R14,2026-06-16T14:33:10.755770+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R14,2026-06-16T14:33:10.755770+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R14,2026-06-16T14:33:10.755770+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R14,2026-06-16T14:33:10.755770+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R14,2026-06-16T14:33:10.755770+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R15,2026-06-16T14:33:19.635394+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R15,2026-06-16T14:33:19.635394+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R15,2026-06-16T14:33:19.635394+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R15,2026-06-16T14:33:19.635394+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R15,2026-06-16T14:33:19.635394+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R15,2026-06-16T14:33:19.635394+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R16,2026-06-16T14:33:30.954942+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R16,2026-06-16T14:33:30.954942+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R16,2026-06-16T14:33:30.954942+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R16,2026-06-16T14:33:30.954942+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R16,2026-06-16T14:33:30.954942+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R16,2026-06-16T14:33:30.954942+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R17,2026-06-16T14:33:40.961118+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R17,2026-06-16T14:33:40.961118+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R17,2026-06-16T14:33:40.961118+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R17,2026-06-16T14:33:40.961118+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R17,2026-06-16T14:33:40.961118+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R17,2026-06-16T14:33:40.961118+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R18,2026-06-16T14:33:49.821950+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R18,2026-06-16T14:33:49.821950+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R18,2026-06-16T14:33:49.821950+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R18,2026-06-16T14:33:49.821950+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R18,2026-06-16T14:33:49.821950+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R18,2026-06-16T14:33:49.821950+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R19,2026-06-16T14:34:01.319481+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R19,2026-06-16T14:34:01.319481+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R19,2026-06-16T14:34:01.319481+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R19,2026-06-16T14:34:01.319481+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R19,2026-06-16T14:34:01.319481+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R19,2026-06-16T14:34:01.319481+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
P01,Faktische Frage,P01_R20,2026-06-16T14:34:10.461442+00:00,gemini-3.1-flash-lite,0,https://www.ipcc.ch/report/ar6/wg1/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R20,2026-06-16T14:34:10.461442+00:00,gemini-3.1-flash-lite,1,https://www.nature.com/articles/d41586-022-04192-4,nature.com,,text_regex
P01,Faktische Frage,P01_R20,2026-06-16T14:34:10.461442+00:00,gemini-3.1-flash-lite,2,https://www.worldweatherattribution.org/,worldweatherattribution.org,,text_regex
P01,Faktische Frage,P01_R20,2026-06-16T14:34:10.461442+00:00,gemini-3.1-flash-lite,3,https://www.ipcc.ch/srocc/,ipcc.ch,,text_regex
P01,Faktische Frage,P01_R20,2026-06-16T14:34:10.461442+00:00,gemini-3.1-flash-lite,4,https://climate.nasa.gov/,climate.nasa.gov,,text_regex
P01,Faktische Frage,P01_R20,2026-06-16T14:34:10.461442+00:00,gemini-3.1-flash-lite,5,https://climate.copernicus.eu/,climate.copernicus.eu,,text_regex
