prompt_id,category,run_id,timestamp,model,source_index,url,domain,title
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,10,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEnFFwSwIha4wBUa_Do6Ovsgb5-MF5lYpLkANdmNGaZnQlxLYQS4v8IwjCEjwLot7sPeAqGYnhIS-vlTr94kDq_e4-mgTsbol3WnNW8LjM6ozfRoiSZueTPY9U4cOz-2BD2Jrv89hcILy0cx-jynK7E_YuWR8Bj0UM7,planet-schule.de,planet-schule.de
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,11,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQECLl_x-Ru3E5D0m1_hbfSzN92U_58mfXwgMI8TrUJksqA5pnfpV3pbuOMi4dlXNZ7eFKJcpSYFnV40xQoyVL40HF--KiohNE9qsPhd-dHugDOM,mpg.de,mpg.de
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,12,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKgvkaRL8o77ndDSosvojfT4HgGkZE0QG5L96ByRwtirP3n38IR7yDIxtj8u4BqwAN4pZz1hPsVATAAcmFN53QX8eZCW58RhR0Fl26HD8EaAWrFJcfLotz,de-ipcc.de,de-ipcc.de
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,13,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE3dpDJ7lzvUa2AQ3QZH2ZJiqBNkL04U-uVYYN2g_M_-vUcHtcNz_QJMY_ea0tL-Vk6T6qW9gAfZuWNrL4loK4XcNReeRuhjI2KQkg0VZ5c0lEI_Ni_IvWnr953VpDPzwbmROvWf9tvPerSBc1sanoUlKklwWYqDf7x,umweltbundesamt.de,umweltbundesamt.de
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,14,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQH9WNZ6t7dafH248zUSZ6IVhhj8Wsodq51UIFylr4sd8jucmSQlZE85N5xkyiJOMOUbrLnszKK0UrVdgJKBWz8PRVm_ph-XnCxxHPEMR27yVlw724u8rpkuKmsDQgN7iBYBHGzTT00xFtpncaet9DPUElzBPIKdA90mOT69OQePr2jIcCeiNfc732nJeOo=,pik-potsdam.de,pik-potsdam.de
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,15,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGFuE-vXVysUIx8LfdmCGNe1Y5zTh9KkLBSMScLBhGTPJ8FKHzk2u5ui8jLyEaq3ficvfSVLlxqs067Dy-uwCFdggRiIyTaFbz6ROHy2U2529F5kjaC0MttXjR9SKJoUozS9lxaiBNLYpvyPYAPwSJZ49cJHzLXgkbGDf6NZztk6a9VN9bRjDTo0OsfoVub,europa.eu,europa.eu
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,16,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGN-wRVFvgUzhwYMkY09Q_T9nmxt7aLsvBXl2R2mcro7UTIkjSB0yQZsr9OXCg_sIjdCpFp55XCtQaeCqn3We170s3_NTPgZvzHfmvE7LCJO-GIt3_DsDNAuZNO5nCeoeGF9K3rScaV2mbJ8FVNUgh4QmtaVssWWjgetp9fIhU=,scnat.ch,scnat.ch
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,17,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHVv424honjJRz2PiV3K6gSrigQ8B5OTA8k2X2RYokUY3JM4XswwjGQL_4NrmTjoYYpqDY1bXsnFuzrH4xzfgQ5ARjW-FJZ0HWMf6e_791R57H6sySfgfyFiLHcEBtKkFVi3V0WeHq2l55BL3L4mbThNLQcHh-DBQaVFis=,wikipedia.org,wikipedia.org
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,18,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEQ52vk4EQTtKTrNBGiqT1MdtINZSguRAlwWdkEgP-JHJ_K0O_pZRg1oSynhtyyyGcW5otPLMwkhwx_roSENFzW8920NuKP0FyX24XcZ44E6JUCcilNdsCU,de-ipcc.de,de-ipcc.de
P01,Faktische Frage,P01_R01,2026-06-16T12:09:14.717269+00:00,gemini-2.5-flash,19,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE8FqVfmSaZ1f35txVIOD1AiSRgPzJqwn-Ayq7DjgeR8WUyB-_Bks7UxM5Dl5UN1cgd2Frh6fy_Zltbl8XdvtzGv0L5dxkPy5YTnqa4DtVQEGUB02eAlLT0R5Zz-Rj4hmGs3tFAcXiaOSqbLj-Lyy00MK4oJ6y6j18nT303YvvsCq-faN6JcQHaZjj46vE8u5g=,pik-potsdam.de,pik-potsdam.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,0,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQESS1hE4kX_xgcpKo6bRBP7mNhXSvE24ifr_6sChvY5FcgdbyA8qauNorJcf9Ap4XNSJiaDS_zcJTtpjiB68l9UVzG1sr49fdZlWKXGQDXIij-iC3T5uMK_b-PPo0ZiAkEbXsJA_LrY0TP3PG56OjJfelGWEgz6r6YmPIYPvECCV7ooz81w2ZYKe0pJFrB19-XHjAKMJvz5F094d2Eq-WerlFVEr728OA==,klimafakten.de,klimafakten.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,1,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG6O4hGHAiuiye15L1QanX0fXubuySDLzWW8Y-5JkIgmhvwr-puunxzSGc1IoqbPWJJyNye4ttllMqWyaBFtXwhFzzqMXzqtU-InX8ZIWwvfb6yP3WQl19IPJr92L1AmVFURO2eCHkOpPejBaEeDUIqga_scbRDlvwKxYPr7TqdpnxHPw==,wikipedia.org,wikipedia.org
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,2,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHfISSIsXMnQzvklhZZtQqWOAbohMr0qx_w5x9CghhJ8DuHIwjzDLpq-9e1FjODeAa3IPXp3IIoOrzvm_gq6AvnV9G72CcFGVSHs8ZgR4ApMtzp-gRRw8Fr1hjhYTwO4pOHeKWP9R22zeyItCG3yPZyWo6PSyYor4r-KuQ30H6eerHHFN1pGx1zzmvWczLqkRa3Zl3_8KQDttYpSt26N4pdFBqKT336l2ZxmKg6GoIi5R-t5Uo=,deutschesklimaportal.de,deutschesklimaportal.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,3,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG_hFfDTQQqxOMGrC-wOkvemXVLVP0uWSG83KclZDv9LboOpBsJcTZoKpxH1znpkBPYH7OpZRhnCwlx1gVD9EZYBm04trTY62zUZDY_bXWeEnHSSSNCka7DVZTuXHVBOU6eVeGZYTf7CW1k8X0_afp7BJx-w-konXEgM0JMhvXD--IX4cwErk2xsM9-3CBaz5c=,umweltbundesamt.de,umweltbundesamt.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,4,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEXQpZjFuBTAjSN31Y3BAXpN8Y51QCQUUWJc00CJPPG5QgvADQtl5QXV9Ws_fuDYbWEau_M4Jd2as48Z2RIJdEkJYZiNyqCWVubAMqcCSywDUeshK5UxinDqkwQ-r1O-BLTJDkex5FkRQ-pNA8jJ-RRHzUVlikgRPVgvRdAVuwSSfxCTsvzGxK0HQlpnAmu8nhHKe-S-N2_ce3n7PEetp4=,admin.ch,admin.ch
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,5,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEjhnQsw1lDwdrygAZfVtEuukSAMRzZOYP1QvFy4JaMLjpxXfm1I0KYtdSKJRsYu2mFvrKnmZSOS6BEYjU8NjOttO0OMvHDVbBlhc-UYkZrVgGK3dF_7qbNxa34ZcfEax4dU8rlxyEcSf6YsCKnJ466g0eNoYvc7U_h4pp_a-dcfQfk,unicef.de,unicef.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,6,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHaX6rzzbZ-dlDMRTsGoU8wCFE6rhQhZa5Aq5zC_y7Wbkcs6rqC_q4J0LGkg6U211adiuaD6d4-yKH8B-P-rreykMVXkrQmMEXHkCgcSgwQ3sAVPNKaOQk9LmE6jWq3PsVkldqMWMECTbbfpW7z7K8TooIP1r4ZHN8BYLldEyoo,europa.eu,europa.eu
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,7,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHCL_svwg1DgEokM_vciwqJZg4pOycJN5bak8l79pZ8qpX9D7guFivMOgorKtpuWZhtrpScMBlhFZ1cbp7ulCIMBCsT7GVhRUv-mO9gd_pf299uW9bufoOyRkvI5wFjESXVPMB0-8m4ljWQApgCDEfg7N3NjxvPS6iO48OSp1AhH8GC4q-C5PB9yoj0MEO_4YOUOTdfKji8OQ2uUvt_C94aCbHFPkAFTLd5L5R4Bi47zMdsUnbLpbsW,hamburg.de,hamburg.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,8,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGg39CJ3lzGobax6uCk_KVihnAjnwzUyUFmicfAlIca46MlA9WqV_oTM__drItQ-QDZdewzy8oza9xeSvTst_UcXPeTY_Oik0zdGJl3zmvMGags-CR1OYWhWy_UNklA6SU7BRbInZ7WVYyxykG-9-1Hp1BqPqjGCU-JYHwXYpAVxZG1XPTShNz9TTJE1GzQ7nTpyX2cldBc2F8mhkt968LtUi4qUnw=,esa.int,esa.int
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,9,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHQKRXwreduSDjDTG5ByoxXmOVUBvWbNR0lB_o6kxpDsDwIvWB1k6JX3w_oiBh9SogoOxu9gt7LaKkbJym1k-qAqCxz7lSxDFjdedh1EJE3Z0FwIZsoZ443OhqJtI-eoOdwh74acOUUgYYUuhflEt-IU5O8XWw6gludOa5uKLuStYfRnJLdYo4sQzfHC3QFSVdoGMrOCCmxwBT3EyeAqp1PZpB8wvoJLO71gy332Qqg3UNw-PU=,pik-potsdam.de,pik-potsdam.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,10,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFcYN5g7S8dQtk7WfTLysKwDd-1glZ2veglrrCzQaCcD-IdONnedDdfIeopoMAiN83P39uJzKr3Tm4ZX5ksuYMXgC_cq0ziehlrTy5NwjLcm_Be7v-eVgyo5aHXxXucXKaBfudfTwd25WNmztC6OoJKWlArfAA-oyGLEGEhtT_YQOBENEVeoq8sCFnQZe22Og==,europa.eu,europa.eu
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,11,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGEh570xGLqoB89fRDyJ3b5oFVEVNdB1fDeWzo0Cra5AHUEVJwaL6GduPOWmeKCtg8XLxqWj4XxKj6RBBkvpxzB39402-ohwfuXzrGAdFr53uL8KhkXrtjdRZLog_oTnMelU5nd3POLVQfZ8BoSlpxSD9S3mVPV0IQEcGSHKkPE,scnat.ch,scnat.ch
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,12,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF7S1oWaT61upqvUoXdadhytlkh776qqTXOLbYTq_s2WQ30idhzp61lhrGbxEwcDlxqfa1PLCG6bDP8nuT5k-KO1LvQ_xxOs65f4Qo5KXYKEiAx_Ul10zyPcv4J96wB_sWNyv2CsOd4rAMZjYog6c4OyXxxSHlxeip5N05M,wikipedia.org,wikipedia.org
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,13,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQE4gjCXHQRI0IDwwzgsnjhy_VG8npG9PaxniY4camgPh70Je-Dt1kEYmd-W5EvBSe_w6J6lFericLRvA5519hD-s_RRV91M_99xzXIxx1qgLwZtuPqYpZBwgw==,de-ipcc.de,de-ipcc.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,14,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHPju3bLpaASxYbNMo_ubh2jWA0_bFcHgqQqy99X8bRodEdI7NOa9XqmrXMxlh3wwm1GBCpFA06RrLDTvWsdg3UsczmB0wnNUCd7sgY-S-FXqtoXWu8pYocLflXS3T8cbzdb997ogcWHGQuexIjMDGiFdvT-f3ymro3t0Jj4ACZ4C73s0kA,europa.eu,europa.eu
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,15,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHQ-3g715dVKSwL5cbnlCAx4ZqHtq0Fo9wnUGNf5BNZZ7wlBf1IcRlG6Mt6P_LO4-ngjcYc63vO2ZV1Q5gJwx3zUkWRrGiWWC7xfbTvF0Rt2sBQoag0RO3U47oaEnFnjFnd87ty2vOicgUq5BUi5aB5nubYDJcsZik=,welthungerhilfe.de,welthungerhilfe.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,16,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHydbuVA7ZcGdkoxTm9MhFmA-EBpMmTFsS_EmwTZ7yDFeehc9_StO3jlBdqlMIVrSKku7UMj6ciM_HdeBD3a2IR68upBjPX6oi7CXFzqezlihclXQ==,mpg.de,mpg.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,17,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQG1YGld0UvIzbucqRRPrPjCEe1rbqhD4-ba7gt27FeuXg3G9Q5e4RQufyVnx2VVh80mpS6Twk2MDPgUtw8nqrZzO1skpEQRRy4DOw9p3DGXNziVJF0gOle6RSGhuqjFwVAdIFvfMJXZMVdjZTo=,global2000.at,global2000.at
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,18,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFpcFTu5T3sZW1rW0YR6BJexkG_hC27jpEPgznLTsAXBz2lfU-G5Xl_WNy8PyEnF6-xrKivf9aJ9d4OLhI5ILw46Y84-qus0GVZsOX1Tb3wCDNS8hqmsLbCPte5fSeak5fBedAYptuBJdF_-7jg0-M0OAduHzw=,wwf.de,wwf.de
P01,Faktische Frage,P01_R02,2026-06-16T12:09:52.161692+00:00,gemini-2.5-flash,19,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEghU4XDhpE35alLvd7LzHa-9eEOLZ1h4Wg_kNKArm19IKT7kwzIti5fsEWnPCYP3X7eqeL16Prhv_txYej-_7mgt-RWdrNYryKRn-xhWx6J5I4cP1chJNZckose7uQ9ThvCmiRI6oJ6HyHvVkUCcZcbc8q1aCwT61oBRoO4I0d-9-bGjTuYP_cZB3jbumY,pik-potsdam.de,pik-potsdam.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,0,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEHl2iGKUDItZ4syQkL5dlRZzxbrBZMeosYN-XL-LqA2qdu1_EL1WPq3nZt-kGoykrruVDfj6f2DNfPVJCuppO2H4mdPLJw-yClpk0tWdT5cOQpLfRMHKLt7jjsPtxOQ-KS9GvcmOkFmZGHbg==,dgb.de,dgb.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,1,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEW_Ifu_PVde8Kegxvn2ZGYvLxO5w_58cCtNBoyZxlczfZGO2e7WuBoW4DaghHtMRozF1UZgi0Tt0jOCOCF9nWdoWk_IGC9fVMoWbC4egi9Ovzb-kVJj9ZQzEPFty9c2jExOB3GLIy6h8IwsT5RsG8eg1YnyVDh4_FHfW6IsRPAoOzK,bmas.de,bmas.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,2,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEjFrc0WqzeNM3JDPN8ArBQGdkCnyPvJ_MkqgXRHcTUMITh8t9Pi33OkS1NKsh0qgN8Z7Vqf-tBSMzKm_ZAeqV3ShfSqgI__3kEKgGzGcwfdpTH8Ln78e_x4umS1-FJJEJ8UeKbEYkwlLPnoAhumRcnlBdmMLkwFWTmC0SHFC7bA9f0sXMYeyuUXt2AsyYJ8APqV8ySTsY3Bit1pehf-0g=,destatis.de,destatis.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,3,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGUleieOmSUuDDgYkfpNODhZnyBgaKIB16drY54_kZFZr6dQygVgY8aLOj-SKXO1SLtYj09lcbGfPJbM0F_1vHqAgtnfoqHRsWzy4Yb3_rHea2i4b90SB7vu4W8xxKZS-aKogEMtBXqvLzuCtdcS0iomsDDcBPVe633CWqMoK4=,berlin.de,berlin.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,4,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGf5VbQS093eOpb79qy0g0cqSY7SVy3TgOJbDlE65dSfow5MXOJTmO38_w1debBDhy1SqQ4LjyfpeD3RbCeHpZFdwDvrxdqs9LsEOMiK7FBCcaHPSerGcpwVGfiRiA-jw1EPBAs5oYlouco0s-IbBpJiiUxnaTnwcbz2zClD3zU5-z4YREvoQ==,bundesregierung.de,bundesregierung.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,5,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEQZzjuEVLY4egxaYsBD3F9umW05ciq0tQpoleUI27j57x8jblkM1n7A1pl3X67mR8lX2L3ihvdnlv7UZZMshTi6dZWYT3Yceedr5fBCnI4LZFL5vqfcRijbXOwuJWlYhhS7t0-FZLNIx4KQHKD0tKFRKhaDeAVVzbf32zQJGGh2gZB7Z2KTGzF5A==,destatis.de,destatis.de
P02,Faktische Frage,P02_R01,2026-06-16T12:11:49.951507+00:00,gemini-2.5-flash,6,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGZtw7bxz3llQ_2cDvtJhkBdFBytiQS-lclchXcz9zJI-4dFCKZWeD2c6jzboxpmoPSLseG-izJMVp6N4fMQuKjJaN18bMSGxfQbc4HjShPto5Zlun1Xm3IMEiY7enBoy075F41DWLgymU3ZhjSirUDthKlT49RoQ==,wsi.de,wsi.de
P02,Faktische Frage,P02_R02,2026-06-16T12:12:04.088305+00:00,gemini-2.5-flash,0,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF4DnB3_tJYB1qxbtLO72RapG8QbohCkEo2brUpJFXfhdjbJ1f5wLOVRf-huMjKth6Oeay-QmDatgX1zKt6ZNtR0U24qgUXmd2YkQW0sP8LCmuW6AlJTKNytXUPLUMxKUcWEDSlp-rlnadZ_g==,dgb.de,dgb.de
P02,Faktische Frage,P02_R02,2026-06-16T12:12:04.088305+00:00,gemini-2.5-flash,1,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFF8Wc0KmCo6NHB5Acbh_gruFrU1ON0kJP5vg2h7vR-0mFQ3ualiAWk5liCtqjOJ1mcv-wfXkW00Vdtl16DyBQY0o-qCvmAKCxBqA58WecqNQXs7VxDp2Iflc6Fw58xdXNn1em0rFKA98SX_OP9G8kFuf_sqyAB9wJQP6RmC9mYF-3WPFWLjufADt1Qk08yuLktuk5g6TyHmnn_IkVzV0E=,destatis.de,destatis.de
P02,Faktische Frage,P02_R02,2026-06-16T12:12:04.088305+00:00,gemini-2.5-flash,2,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHOxhOwgney-B-o0eIVu_SPUQkXC6wntzwen9pIDKS5E2P4Lc7t--WlR6XXTxwI_LmnNMmzfTsrjA4inO7pSqKT3uCHryc6T2uk5cDLIO0en2Bd1e8yHs-GAarO1l4xBhbwkqPEVdb8r0M_5Q0EZzfYv1kY2FyVL1qypuy9uBb0mAjB,bmas.de,bmas.de
P02,Faktische Frage,P02_R02,2026-06-16T12:12:04.088305+00:00,gemini-2.5-flash,3,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFJ5UiIrQ84BEXX0tNkVv6p6kODSZDl2QrjfLRkrquQmXCpJebP1coh7pvxFOSkhTcyUNLHayvLjTk1yd6EJYof_MnnMuqZ_Y-RC2HQMPMs6zL-je_Cf-Q8bAsnU8OUCVn9tS7cs36ZzEzwbbU9KYZce41ebb63BrRdIml1Kl87EW0XGGxkkg==,bundesregierung.de,bundesregierung.de
